,productID,reviewerID,vote,rating,date,helpfulness_votes,total_votes,helpfulness_rating,category,brand,title,year,month,month year
885,B00000F1GM,AVE2J7PNE0L9C,"[1, 3]",5,2002-06-26,1,3,33.0,Nintendo 64 Games,,Super Mario 64,2002,6,2002-06
890,B00000F1GM,A3JX74J0LE924A,"[0, 0]",5,2002-07-30,0,0,,Nintendo 64 Games,,Super Mario 64,2002,7,2002-07
892,B00000F1GM,A290YFTTNMJNWY,"[1, 1]",5,2009-07-04,1,1,100.0,Nintendo 64 Games,,Super Mario 64,2009,7,2009-07
893,B00000F1GM,A2UOHFR8DBQGGE,"[1, 3]",5,2012-04-10,1,3,33.0,Nintendo 64 Games,,Super Mario 64,2012,4,2012-04
894,B00000F1GM,A32JMOW0L0QL58,"[3, 4]",5,2012-05-24,3,4,75.0,Nintendo 64 Games,,Super Mario 64,2012,5,2012-05
895,B00000F1GM,A2SKKW2P0JGOC5,"[1, 1]",5,2012-12-21,1,1,100.0,Nintendo 64 Games,,Super Mario 64,2012,12,2012-12
896,B00000F1GM,A3W4D8XOGLWUN5,"[5, 12]",4,2002-10-13,5,12,42.0,Nintendo 64 Games,,Super Mario 64,2002,10,2002-10
898,B00000F1GM,A1OZ5AQ5A0N9YO,"[0, 0]",4,2003-08-11,0,0,,Nintendo 64 Games,,Super Mario 64,2003,8,2003-08
899,B00000F1GM,APS7IH14C8AZ9,"[1, 1]",5,2009-05-17,1,1,100.0,Nintendo 64 Games,,Super Mario 64,2009,5,2009-05
903,B00000F1GM,A28A6A2SJYPKGW,"[0, 1]",5,2005-05-14,0,1,,Nintendo 64 Games,,Super Mario 64,2005,5,2005-05
908,B00000F1GM,AUDSM2CTLLW1Q,"[3, 4]",5,2002-09-24,3,4,75.0,Nintendo 64 Games,,Super Mario 64,2002,9,2002-09
910,B00000F1GM,A3IBXED14SKZ8Y,"[8, 9]",5,2005-09-03,8,9,89.0,Nintendo 64 Games,,Super Mario 64,2005,9,2005-09
911,B00000F1GM,A3GRU9732S4V1U,"[0, 0]",5,2001-10-31,0,0,,Nintendo 64 Games,,Super Mario 64,2001,10,2001-10
912,B00000F1GM,A2F8XZO3VAIQL,"[0, 0]",5,2014-05-17,0,0,,Nintendo 64 Games,,Super Mario 64,2014,5,2014-05
913,B00000F1GM,A6DR3VOI9PIA5,"[2, 2]",4,2004-05-26,2,2,100.0,Nintendo 64 Games,,Super Mario 64,2004,5,2004-05
914,B00000F1GM,A2TCG2HV1VJP6V,"[0, 0]",5,2010-11-22,0,0,,Nintendo 64 Games,,Super Mario 64,2010,11,2010-11
915,B00000F1GM,A3J6BRU9PYOXVS,"[0, 0]",5,2002-11-27,0,0,,Nintendo 64 Games,,Super Mario 64,2002,11,2002-11
918,B00000F1GM,ASIZAZY1O8P23,"[3, 3]",5,2005-11-23,3,3,100.0,Nintendo 64 Games,,Super Mario 64,2005,11,2005-11
923,B00000F1GM,A2YRK2XNXALLKQ,"[1, 3]",5,2012-07-23,1,3,33.0,Nintendo 64 Games,,Super Mario 64,2012,7,2012-07
924,B00000F1GM,ADB8XCKNSDY5Z,"[0, 0]",5,2005-06-25,0,0,,Nintendo 64 Games,,Super Mario 64,2005,6,2005-06
925,B00000F1GM,A3NQSMTG612AF,"[0, 0]",5,2006-07-24,0,0,,Nintendo 64 Games,,Super Mario 64,2006,7,2006-07
927,B00000F1GM,A3PRDWD3JMF485,"[0, 1]",5,2011-11-03,0,1,,Nintendo 64 Games,,Super Mario 64,2011,11,2011-11
928,B00000F1GM,A3VIKS0DB6M2V1,"[1, 2]",5,2012-11-10,1,2,50.0,Nintendo 64 Games,,Super Mario 64,2012,11,2012-11
930,B00000F1GM,AQMWZIH22R6LE,"[3, 3]",5,2003-08-14,3,3,100.0,Nintendo 64 Games,,Super Mario 64,2003,8,2003-08
932,B00000F1GM,A38NXFUXX5OHPK,"[1, 3]",5,2006-02-10,1,3,33.0,Nintendo 64 Games,,Super Mario 64,2006,2,2006-02
933,B00000F1GM,A6A0LTYEAMAP5,"[0, 0]",5,2001-07-10,0,0,,Nintendo 64 Games,,Super Mario 64,2001,7,2001-07
935,B00000F1GM,A2A0FBLKJN4ZY5,"[0, 0]",5,2010-10-10,0,0,,Nintendo 64 Games,,Super Mario 64,2010,10,2010-10
936,B00000F1GM,AQNALR9ZBBML4,"[0, 0]",5,2003-10-17,0,0,,Nintendo 64 Games,,Super Mario 64,2003,10,2003-10
1007,B00000I1BF,A3OU09O34BC73,"[0, 0]",5,2014-07-13,0,0,,PlayStation Games,,Spyro the Dragon,2014,7,2014-07
1009,B00000I1BF,A1LBAC84TLIGAX,"[0, 0]",4,2008-03-16,0,0,,PlayStation Games,,Spyro the Dragon,2008,3,2008-03
1010,B00000I1BF,A2N1C9JKI2C5XD,"[0, 0]",5,2002-06-02,0,0,,PlayStation Games,,Spyro the Dragon,2002,6,2002-06
1012,B00000I1BF,A2582KMXLK2P06,"[3, 3]",4,2006-08-10,3,3,100.0,PlayStation Games,,Spyro the Dragon,2006,8,2006-08
1014,B00000I1BF,A110LZFBUFYWN7,"[0, 0]",4,2004-10-26,0,0,,PlayStation Games,,Spyro the Dragon,2004,10,2004-10
1015,B00000I1BF,AD7IBJCYSJ9EE,"[0, 0]",5,2004-12-17,0,0,,PlayStation Games,,Spyro the Dragon,2004,12,2004-12
1020,B00000I1BF,A37DLVPKJZGSQF,"[4, 4]",5,2001-08-10,4,4,100.0,PlayStation Games,,Spyro the Dragon,2001,8,2001-08
1025,B00000I1BF,AMC1C43XH6YM,"[0, 0]",5,2013-08-25,0,0,,PlayStation Games,,Spyro the Dragon,2013,8,2013-08
1028,B00000I1BF,A1NAA1R38JSNHV,"[0, 0]",4,2014-03-20,0,0,,PlayStation Games,,Spyro the Dragon,2014,3,2014-03
1037,B00000I1BF,A1F23MY8SB905X,"[0, 0]",5,2013-09-27,0,0,,PlayStation Games,,Spyro the Dragon,2013,9,2013-09
1039,B00000I1BF,A3QU2H85LA6OWW,"[4, 5]",5,2000-10-31,4,5,80.0,PlayStation Games,,Spyro the Dragon,2000,10,2000-10
1043,B00000I1BF,A3TQTYD0D6AUO3,"[0, 0]",5,2012-12-20,0,0,,PlayStation Games,,Spyro the Dragon,2012,12,2012-12
1047,B00000I1BF,A3Q701355YLUNQ,"[0, 0]",5,2012-11-26,0,0,,PlayStation Games,,Spyro the Dragon,2012,11,2012-11
1048,B00000I1BF,A3Q4ZA53COXTFN,"[0, 0]",5,2013-07-15,0,0,,PlayStation Games,,Spyro the Dragon,2013,7,2013-07
1064,B00000I1BJ,AH5OGQP0S9KSU,"[0, 0]",5,2007-02-18,0,0,,PlayStation Games,,Resident Evil 2,2007,2,2007-02
1067,B00000I1BJ,A3KVCULINQA8OU,"[0, 1]",5,2010-01-27,0,1,,PlayStation Games,,Resident Evil 2,2010,1,2010-01
1070,B00000I1BJ,A2582KMXLK2P06,"[1, 2]",5,2005-09-07,1,2,50.0,PlayStation Games,,Resident Evil 2,2005,9,2005-09
1071,B00000I1BJ,A2KA0AM77EUK0U,"[0, 0]",5,2009-01-11,0,0,,PlayStation Games,,Resident Evil 2,2009,1,2009-01
1072,B00000I1BJ,A2II09GQGWOMTQ,"[1, 1]",5,2011-01-27,1,1,100.0,PlayStation Games,,Resident Evil 2,2011,1,2011-01
1076,B00000I1BJ,A169I83JL8QJGN,"[0, 0]",4,2002-05-03,0,0,,PlayStation Games,,Resident Evil 2,2002,5,2002-05
1077,B00000I1BJ,A2BBFHWNAKWDM7,"[0, 0]",4,2002-12-28,0,0,,PlayStation Games,,Resident Evil 2,2002,12,2002-12
1078,B00000I1BJ,A2M92T0339AX7U,"[0, 0]",5,2014-07-04,0,0,,PlayStation Games,,Resident Evil 2,2014,7,2014-07
1080,B00000I1BJ,ANS7PVYBOXVGO,"[0, 0]",5,2013-12-01,0,0,,PlayStation Games,,Resident Evil 2,2013,12,2013-12
1081,B00000I1BJ,A16YCLRKOU0EV3,"[0, 0]",5,2003-10-19,0,0,,PlayStation Games,,Resident Evil 2,2003,10,2003-10
1083,B00000I1BJ,ACLEMN85CPFHG,"[0, 0]",5,2004-11-10,0,0,,PlayStation Games,,Resident Evil 2,2004,11,2004-11
1084,B00000I1BJ,AOISNJJSWT8FB,"[1, 4]",3,2001-07-31,1,4,25.0,PlayStation Games,,Resident Evil 2,2001,7,2001-07
1085,B00000I1BJ,A7EFNIWD0HGFD,"[0, 1]",4,2006-04-25,0,1,,PlayStation Games,,Resident Evil 2,2006,4,2006-04
1086,B00000I1BJ,A1PCQHQ6NPGL9F,"[0, 0]",4,2003-08-11,0,0,,PlayStation Games,,Resident Evil 2,2003,8,2003-08
1087,B00000I1BJ,AY3Y9ROK6LRPI,"[0, 3]",4,2005-09-08,0,3,,PlayStation Games,,Resident Evil 2,2005,9,2005-09
1088,B00000I1BJ,AJKWF4W7QD4NS,"[0, 0]",5,2003-07-20,0,0,,PlayStation Games,,Resident Evil 2,2003,7,2003-07
1090,B00000I1BJ,A270O2KFBD8K6W,"[3, 6]",5,2002-12-09,3,6,50.0,PlayStation Games,,Resident Evil 2,2002,12,2002-12
1091,B00000I1BJ,A1JHJ48J9EZNMH,"[0, 0]",5,2004-02-18,0,0,,PlayStation Games,,Resident Evil 2,2004,2,2004-02
1092,B00000I1BJ,A3IBXED14SKZ8Y,"[0, 1]",4,2004-11-23,0,1,,PlayStation Games,,Resident Evil 2,2004,11,2004-11
1093,B00000I1BJ,A1LRMNOS0FZK0T,"[0, 0]",5,2010-05-08,0,0,,PlayStation Games,,Resident Evil 2,2010,5,2010-05
1097,B00000I1BJ,A161ROLACFAEXH,"[0, 0]",5,2011-08-31,0,0,,PlayStation Games,,Resident Evil 2,2011,8,2011-08
1207,B00000I1BY,AH5OGQP0S9KSU,"[0, 0]",5,2009-10-20,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2009,10,2009-10
1210,B00000I1BY,A3KVCULINQA8OU,"[1, 1]",5,2010-01-27,1,1,100.0,PlayStation Games,,Resident Evil: Director's Cut,2010,1,2010-01
1211,B00000I1BY,A2ZJALA5LEQUPZ,"[3, 4]",5,2000-12-27,3,4,75.0,PlayStation Games,,Resident Evil: Director's Cut,2000,12,2000-12
1213,B00000I1BY,A2YAABMT80RLYA,"[2, 3]",4,2002-02-20,2,3,67.0,PlayStation Games,,Resident Evil: Director's Cut,2002,2,2002-02
1215,B00000I1BY,A1W6C5JU6VZSI5,"[0, 0]",5,2005-08-13,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2005,8,2005-08
1217,B00000I1BY,A169I83JL8QJGN,"[0, 2]",3,2002-05-08,0,2,,PlayStation Games,,Resident Evil: Director's Cut,2002,5,2002-05
1219,B00000I1BY,AD7IBJCYSJ9EE,"[0, 0]",5,2005-04-05,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2005,4,2005-04
1220,B00000I1BY,A1TJIJKKN15KR9,"[0, 0]",4,2003-06-04,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2003,6,2003-06
1222,B00000I1BY,A2KSRJFZ2R9JK3,"[1, 1]",5,2013-06-21,1,1,100.0,PlayStation Games,,Resident Evil: Director's Cut,2013,6,2013-06
1223,B00000I1BY,A16YCLRKOU0EV3,"[0, 0]",5,2003-10-19,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2003,10,2003-10
1224,B00000I1BY,A10XUQ4D8N0DOM,"[0, 0]",5,2001-09-01,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2001,9,2001-09
1225,B00000I1BY,AFNCXMCX7VZWH,"[3, 5]",4,2001-07-27,3,5,60.0,PlayStation Games,,Resident Evil: Director's Cut,2001,7,2001-07
1226,B00000I1BY,A3CFNVFTZHONG9,"[3, 4]",3,2001-01-19,3,4,75.0,PlayStation Games,,Resident Evil: Director's Cut,2001,1,2001-01
1227,B00000I1BY,A1COW0UIB5HA9J,"[1, 2]",5,2002-12-21,1,2,50.0,PlayStation Games,,Resident Evil: Director's Cut,2002,12,2002-12
1228,B00000I1BY,A1EKA9XSI641C9,"[1, 1]",5,2005-07-16,1,1,100.0,PlayStation Games,,Resident Evil: Director's Cut,2005,7,2005-07
1229,B00000I1BY,AQ0IPFCF1UM92,"[0, 0]",4,2014-01-25,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2014,1,2014-01
1231,B00000I1BY,A7EFNIWD0HGFD,"[0, 2]",3,2006-04-24,0,2,,PlayStation Games,,Resident Evil: Director's Cut,2006,4,2006-04
1232,B00000I1BY,AKFE1P1ZDBPXU,"[20, 24]",4,2004-07-20,20,24,83.0,PlayStation Games,,Resident Evil: Director's Cut,2004,7,2004-07
1235,B00000I1BY,A4GSQJBIIWK5I,"[0, 4]",3,2012-06-07,0,4,,PlayStation Games,,Resident Evil: Director's Cut,2012,6,2012-06
1236,B00000I1BY,A39W3263A9HCMN,"[1, 1]",5,2005-07-24,1,1,100.0,PlayStation Games,,Resident Evil: Director's Cut,2005,7,2005-07
1237,B00000I1BY,A2QHS1ZCIQOL7E,"[1, 6]",2,2012-03-29,1,6,17.0,PlayStation Games,,Resident Evil: Director's Cut,2012,3,2012-03
1238,B00000I1BY,A270O2KFBD8K6W,"[0, 7]",5,2002-12-08,0,7,,PlayStation Games,,Resident Evil: Director's Cut,2002,12,2002-12
1240,B00000I1BY,A2F8XZO3VAIQL,"[0, 0]",5,2014-05-19,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2014,5,2014-05
1246,B00000I1BY,A3PRDWD3JMF485,"[0, 0]",5,2011-11-06,0,0,,PlayStation Games,,Resident Evil: Director's Cut,2011,11,2011-11
1385,B00000INR2,A3BEJOL2X8PS8I,"[0, 0]",5,2000-12-13,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2000,12,2000-12
1388,B00000INR2,A2QHYLI6Q4PL14,"[2, 5]",4,2001-07-25,2,5,40.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2001,7,2001-07
1389,B00000INR2,A2II09GQGWOMTQ,"[1, 1]",5,2011-02-03,1,1,100.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2011,2,2011-02
1390,B00000INR2,A1W6C5JU6VZSI5,"[6, 8]",5,2005-08-27,6,8,75.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2005,8,2005-08
1391,B00000INR2,A2OUKHGJ85XN4U,"[0, 0]",5,2011-08-09,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2011,8,2011-08
1393,B00000INR2,A14ME4FQBNFYWH,"[8, 13]",3,2000-05-08,8,13,62.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2000,5,2000-05
1394,B00000INR2,A2FTRJ6NYCW8N8,"[1, 2]",5,2007-04-14,1,2,50.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2007,4,2007-04
1396,B00000INR2,A2GBBDNZLYC4A9,"[1, 1]",5,2001-06-10,1,1,100.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2001,6,2001-06
1400,B00000INR2,A3V6Z4RCDGRC44,"[111, 112]",5,2000-10-31,111,112,99.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2000,10,2000-10
1401,B00000INR2,AWL59T38YHVWX,"[0, 0]",5,2013-10-09,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2013,10,2013-10
1402,B00000INR2,A1XUKDQJYFFJZV,"[0, 0]",3,2013-07-06,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2013,7,2013-07
1404,B00000INR2,A13TO1ZFAH9SVN,"[2, 2]",5,2003-10-15,2,2,100.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2003,10,2003-10
1405,B00000INR2,A2SKKW2P0JGOC5,"[0, 0]",5,2012-12-21,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2012,12,2012-12
1410,B00000INR2,A2TAQSUR574XXT,"[0, 0]",5,2013-02-13,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2013,2,2013-02
1415,B00000INR2,A3J6BRU9PYOXVS,"[2, 2]",5,2002-11-29,2,2,100.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2002,11,2002-11
1418,B00000INR2,AWFDFLR1DA23A,"[1, 2]",5,2001-01-30,1,2,50.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2001,1,2001-01
1419,B00000INR2,AROWZGGO4VTJU,"[1, 1]",1,2012-01-04,1,1,100.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2012,1,2012-01
1421,B00000INR2,A39QYCBKS4D6E7,"[0, 0]",5,2014-02-12,0,0,,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2014,2,2014-02
1423,B00000INR2,A24U1EL8CS6APC,"[6, 9]",4,2005-06-18,6,9,67.0,Nintendo 64 Games,,Nintendo 64 Expansion Pak,2005,6,2005-06
1493,B00000IYEQ,AMP7TQRWAIE84,"[0, 0]",4,2007-11-22,0,0,,Nintendo NES Games,,Pokemon - Red Version,2007,11,2007-11
1499,B00000IYEQ,A1IAQOSPATLKWO,"[0, 3]",3,2008-03-06,0,3,,Nintendo NES Games,,Pokemon - Red Version,2008,3,2008-03
1505,B00000IYEQ,A3R4794K2RVU1S,"[0, 0]",5,2011-11-06,0,0,,Nintendo NES Games,,Pokemon - Red Version,2011,11,2011-11
1516,B00000IYEQ,A308XYC471BOAJ,"[0, 0]",5,2013-11-27,0,0,,Nintendo NES Games,,Pokemon - Red Version,2013,11,2013-11
1517,B00000IYEQ,AQYKQREOR153G,"[7, 8]",5,2002-08-20,7,8,88.0,Nintendo NES Games,,Pokemon - Red Version,2002,8,2002-08
1519,B00000IYEQ,A2R4HK5ZJKL0UH,"[10, 11]",5,2002-11-04,10,11,91.0,Nintendo NES Games,,Pokemon - Red Version,2002,11,2002-11
1523,B00000IYEQ,A2UOHFR8DBQGGE,"[1, 2]",5,2012-03-02,1,2,50.0,Nintendo NES Games,,Pokemon - Red Version,2012,3,2012-03
1527,B00000IYEQ,A28A6A2SJYPKGW,"[0, 3]",5,2005-08-19,0,3,,Nintendo NES Games,,Pokemon - Red Version,2005,8,2005-08
1531,B00000IYEQ,A2UAOP0VUA12EQ,"[4, 5]",5,2005-09-13,4,5,80.0,Nintendo NES Games,,Pokemon - Red Version,2005,9,2005-09
1536,B00000IYEQ,A29BQ6B90Y1R5F,"[121, 128]",5,2007-05-01,121,128,95.0,Nintendo NES Games,,Pokemon - Red Version,2007,5,2007-05
1539,B00000IYEQ,A2RP7K93PYW9Q7,"[0, 0]",5,2014-04-10,0,0,,Nintendo NES Games,,Pokemon - Red Version,2014,4,2014-04
1540,B00000IYEQ,A2YRK2XNXALLKQ,"[0, 0]",5,2012-12-08,0,0,,Nintendo NES Games,,Pokemon - Red Version,2012,12,2012-12
1541,B00000IYEQ,A38AXXL7DMVFMQ,"[5, 6]",4,2002-03-05,5,6,83.0,Nintendo NES Games,,Pokemon - Red Version,2002,3,2002-03
1595,B00000J2W7,A1LBAC84TLIGAX,"[0, 0]",5,2007-11-23,0,0,,Nintendo 64 Games,,Super Smash Bros.,2007,11,2007-11
1598,B00000J2W7,AAYW1H4SMNOI,"[2, 2]",5,2002-01-25,2,2,100.0,Nintendo 64 Games,,Super Smash Bros.,2002,1,2002-01
1600,B00000J2W7,A3NLI44GQY8K48,"[0, 0]",5,2011-05-22,0,0,,Nintendo 64 Games,,Super Smash Bros.,2011,5,2011-05
1603,B00000J2W7,A1YB9JNX56PA0I,"[0, 0]",5,2005-10-30,0,0,,Nintendo 64 Games,,Super Smash Bros.,2005,10,2005-10
1604,B00000J2W7,A3BEJOL2X8PS8I,"[0, 0]",4,2000-12-12,0,0,,Nintendo 64 Games,,Super Smash Bros.,2000,12,2000-12
1606,B00000J2W7,A2I9FGQXFX4OVW,"[1, 1]",5,2013-06-02,1,1,100.0,Nintendo 64 Games,,Super Smash Bros.,2013,6,2013-06
1608,B00000J2W7,A1YK56DPXS5DFX,"[1, 2]",5,2001-09-12,1,2,50.0,Nintendo 64 Games,,Super Smash Bros.,2001,9,2001-09
1610,B00000J2W7,AQAMD65HGUGMO,"[2, 2]",5,2001-07-09,2,2,100.0,Nintendo 64 Games,,Super Smash Bros.,2001,7,2001-07
1611,B00000J2W7,A6UW2KEO5UOSA,"[3, 3]",5,2005-12-18,3,3,100.0,Nintendo 64 Games,,Super Smash Bros.,2005,12,2005-12
1612,B00000J2W7,A3Q0TQB5EDQ01N,"[0, 0]",5,2001-08-10,0,0,,Nintendo 64 Games,,Super Smash Bros.,2001,8,2001-08
1614,B00000J2W7,AOYQR2530QCDX,"[4, 4]",5,2002-05-12,4,4,100.0,Nintendo 64 Games,,Super Smash Bros.,2002,5,2002-05
1616,B00000J2W7,A2C66ZWC2V5FES,"[0, 0]",5,2012-10-28,0,0,,Nintendo 64 Games,,Super Smash Bros.,2012,10,2012-10
1621,B00000J2W7,A197CFV79V331Z,"[0, 0]",4,2011-04-04,0,0,,Nintendo 64 Games,,Super Smash Bros.,2011,4,2011-04
1623,B00000J2W7,AVE2J7PNE0L9C,"[0, 0]",5,2004-02-21,0,0,,Nintendo 64 Games,,Super Smash Bros.,2004,2,2004-02
1626,B00000J2W7,A1XUKDQJYFFJZV,"[0, 0]",4,2013-07-06,0,0,,Nintendo 64 Games,,Super Smash Bros.,2013,7,2013-07
1630,B00000J2W7,A32G5RLCLHX3T,"[0, 0]",4,2001-02-22,0,0,,Nintendo 64 Games,,Super Smash Bros.,2001,2,2001-02
1634,B00000J2W7,APS7IH14C8AZ9,"[0, 0]",5,2009-06-24,0,0,,Nintendo 64 Games,,Super Smash Bros.,2009,6,2009-06
1637,B00000J2W7,A28A6A2SJYPKGW,"[1, 6]",3,2005-03-27,1,6,17.0,Nintendo 64 Games,,Super Smash Bros.,2005,3,2005-03
1639,B00000J2W7,A3713PP4MADKED,"[4, 5]",5,2002-06-29,4,5,80.0,Nintendo 64 Games,,Super Smash Bros.,2002,6,2002-06
1640,B00000J2W7,A1LMRL926PD686,"[1, 1]",5,2005-12-04,1,1,100.0,Nintendo 64 Games,,Super Smash Bros.,2005,12,2005-12
1642,B00000J2W7,A16K36FRDNIWIX,"[0, 0]",4,2003-03-03,0,0,,Nintendo 64 Games,,Super Smash Bros.,2003,3,2003-03
1643,B00000J2W7,A3IBXED14SKZ8Y,"[1, 1]",5,2004-11-18,1,1,100.0,Nintendo 64 Games,,Super Smash Bros.,2004,11,2004-11
1645,B00000J2W7,A2TCG2HV1VJP6V,"[1, 1]",5,2010-11-27,1,1,100.0,Nintendo 64 Games,,Super Smash Bros.,2010,11,2010-11
1646,B00000J2W7,A2QDJZFRNSJNE3,"[2, 2]",4,2002-06-13,2,2,100.0,Nintendo 64 Games,,Super Smash Bros.,2002,6,2002-06
1654,B00000J2W7,A3VIKS0DB6M2V1,"[0, 0]",5,2012-10-24,0,0,,Nintendo 64 Games,,Super Smash Bros.,2012,10,2012-10
1655,B00000J2W7,A3AJNDE9SUWNO4,"[0, 1]",5,2001-12-17,0,1,,Nintendo 64 Games,,Super Smash Bros.,2001,12,2001-12
1657,B00000J2W7,A38AXXL7DMVFMQ,"[0, 1]",4,2003-04-02,0,1,,Nintendo 64 Games,,Super Smash Bros.,2003,4,2003-04
1658,B00000J2W7,A3O3GOAX3NXZAV,"[0, 0]",5,2012-04-19,0,0,,Nintendo 64 Games,,Super Smash Bros.,2012,4,2012-04
1660,B00000J2W7,A2QFSG4YQIKU1T,"[9, 10]",5,2000-08-05,9,10,90.0,Nintendo 64 Games,,Super Smash Bros.,2000,8,2000-08
1662,B00000J2W7,A24U1EL8CS6APC,"[0, 3]",3,2005-06-17,0,3,,Nintendo 64 Games,,Super Smash Bros.,2005,6,2005-06
1919,B00000JRSB,A19OUUT4SWU7GH,"[1, 3]",3,2009-02-12,1,3,33.0,PlayStation Games,,Final Fantasy VII,2009,2,2009-02
1922,B00000JRSB,A219WFI4NFP6D8,"[2, 4]",5,2004-01-16,2,4,50.0,PlayStation Games,,Final Fantasy VII,2004,1,2004-01
1923,B00000JRSB,AMP7TQRWAIE84,"[0, 0]",5,2013-03-02,0,0,,PlayStation Games,,Final Fantasy VII,2013,3,2013-03
1924,B00000JRSB,A2LPJD19MGBNXJ,"[1, 2]",5,2004-05-10,1,2,50.0,PlayStation Games,,Final Fantasy VII,2004,5,2004-05
1927,B00000JRSB,A31RM5QU797HPJ,"[0, 5]",5,2002-07-29,0,5,,PlayStation Games,,Final Fantasy VII,2002,7,2002-07
1931,B00000JRSB,A2N1C9JKI2C5XD,"[1, 2]",4,2002-07-02,1,2,50.0,PlayStation Games,,Final Fantasy VII,2002,7,2002-07
1932,B00000JRSB,A1WZ15MXASDZQB,"[1, 2]",5,2007-06-07,1,2,50.0,PlayStation Games,,Final Fantasy VII,2007,6,2007-06
1935,B00000JRSB,A32MCD01AP5JP5,"[0, 2]",5,2003-02-10,0,2,,PlayStation Games,,Final Fantasy VII,2003,2,2003-02
1937,B00000JRSB,A1ACYRW6LFIMVQ,"[3, 5]",5,2007-03-01,3,5,60.0,PlayStation Games,,Final Fantasy VII,2007,3,2007-03
1939,B00000JRSB,A36RRLVEBABY5Z,"[2, 2]",5,2009-11-11,2,2,100.0,PlayStation Games,,Final Fantasy VII,2009,11,2009-11
1941,B00000JRSB,A2582KMXLK2P06,"[2, 2]",5,2007-03-18,2,2,100.0,PlayStation Games,,Final Fantasy VII,2007,3,2007-03
1943,B00000JRSB,A2HPUBAJYTJKLP,"[1, 2]",5,2002-08-02,1,2,50.0,PlayStation Games,,Final Fantasy VII,2002,8,2002-08
1944,B00000JRSB,A3GKMQFL05Z79K,"[6, 7]",5,2010-08-18,6,7,86.0,PlayStation Games,,Final Fantasy VII,2010,8,2010-08
1947,B00000JRSB,A1E9Q6CJO9CJO5,"[1, 2]",5,2008-06-22,1,2,50.0,PlayStation Games,,Final Fantasy VII,2008,6,2008-06
1950,B00000JRSB,A1JSPVBO30TFSE,"[1, 2]",5,2002-02-04,1,2,50.0,PlayStation Games,,Final Fantasy VII,2002,2,2002-02
1951,B00000JRSB,ALTXXT7PBI2EX,"[0, 0]",5,2012-02-07,0,0,,PlayStation Games,,Final Fantasy VII,2012,2,2012-02
1954,B00000JRSB,A15PUBCS4N4G60,"[0, 0]",5,2014-02-23,0,0,,PlayStation Games,,Final Fantasy VII,2014,2,2014-02
1957,B00000JRSB,AUR2CCN49HQXA,"[0, 3]",4,2003-03-07,0,3,,PlayStation Games,,Final Fantasy VII,2003,3,2003-03
1960,B00000JRSB,A30JPZ9TZ7I61U,"[0, 0]",5,2010-08-05,0,0,,PlayStation Games,,Final Fantasy VII,2010,8,2010-08
1962,B00000JRSB,A304GUEPCPYM3Z,"[2, 3]",4,2003-08-18,2,3,67.0,PlayStation Games,,Final Fantasy VII,2003,8,2003-08
1963,B00000JRSB,A711F2J17EPJ3,"[0, 0]",5,2004-07-06,0,0,,PlayStation Games,,Final Fantasy VII,2004,7,2004-07
1965,B00000JRSB,AU54AUT75ZMST,"[0, 0]",4,2012-12-29,0,0,,PlayStation Games,,Final Fantasy VII,2012,12,2012-12
1967,B00000JRSB,A1AISPOIIHTHXX,"[1, 3]",5,2002-09-09,1,3,33.0,PlayStation Games,,Final Fantasy VII,2002,9,2002-09
1968,B00000JRSB,A24XAFHKD0NT28,"[1, 1]",5,2004-03-15,1,1,100.0,PlayStation Games,,Final Fantasy VII,2004,3,2004-03
1973,B00000JRSB,A169I83JL8QJGN,"[0, 1]",5,2002-05-13,0,1,,PlayStation Games,,Final Fantasy VII,2002,5,2002-05
1974,B00000JRSB,AGEEXB89TC8XI,"[0, 2]",4,2001-10-09,0,2,,PlayStation Games,,Final Fantasy VII,2001,10,2001-10
